accession	phylum	class	species
GB_GCA_026626905	Thermoproteota	Thermoprotei_A	Desulfurococcus sp026626905
RS_GCF_038881575	Thermoproteota	Thermoprotei_A	Desulfurococcus sp038881575
GB_GCA_009619155	Hadarchaeota	Hadarchaeia	DG-33 sp004375695
GB_GCA_030637345	Hadarchaeota	Hadarchaeia	DG-33 sp023129675
GB_GCA_041862315	Hadarchaeota	Hadarchaeia	DG-33 sp029880065
GB_GCA_020793555	Halobacteriota	Methanosarcinia	DQIP01 sp020793555
GB_GCA_020793565	Halobacteriota	Methanosarcinia	DQIP01 sp020793565
GB_GCA_029211045	Halobacteriota	Methanosarcinia	DQIP01 sp023544565
GB_GCA_030611265	Halobacteriota	Methanosarcinia	DQIP01 sp030611265
GB_GCA_027491415	Korarchaeota	Korarchaeia	DRBY01 sp027491415
GB_GCA_027492205	Korarchaeota	Korarchaeia	DRBY01 sp027492205
GB_GCA_016838845	Thermoproteota	Nitrososphaeria	DRGT01 sp016838845
GB_GCA_022564515	Thermoproteota	Nitrososphaeria	DRGT01 sp022564515
GB_GCA_035685445	Thermoproteota	Nitrososphaeria	DRGT01 sp035685445
GB_GCA_011052825	Thermoplasmatota	E2	DRIF01 sp011052825
GB_GCA_018396705	Thermoproteota	Bathyarchaeia	DRVP01 sp018396705
GB_GCA_038727585	Thermoproteota	Bathyarchaeia	DRVP01 sp018396875
GB_GCA_025059195	Thermoproteota	Bathyarchaeia	DRVP01 sp025059195
GB_GCA_038728085	Thermoproteota	Bathyarchaeia	DRVP01 sp038728085
GB_GCA_038817995	Thermoproteota	Bathyarchaeia	DRVP01 sp038817995
GB_GCA_038843545	Thermoproteota	Bathyarchaeia	DRVP01 sp038843545
GB_GCA_026414145	Thermoproteota	Bathyarchaeia	DRVV01 sp025058315
GB_GCA_018396535	Thermoproteota	Bathyarchaeia	DRYS01 sp018396535
GB_GCA_033581435	Thermoproteota	Bathyarchaeia	DRYS01 sp025058595
GB_GCA_023255955	Thermoproteota	Thermoprotei_A	DRZP01 sp023255955
GB_GCA_038879695	Thermoproteota	Thermoprotei_A	DRZP01 sp030550455
GB_GCA_011045925	Nanobdellota	Nanobdellia	DSBS01 sp011045925
GB_GCA_011049295	Thermoplasmatota	E2	DSCA01 sp011049295
GB_GCA_011048835	Halobacteriota	Methanomicrobia	DSDF01 sp011048835
GB_GCA_029762625	Halobacteriota	Methanomicrobia	DSDF01 sp029762625
GB_GCA_021324265	Thermoproteota	Thermoprotei	DSFO01 sp021324265
GB_GCA_032249235	Thermoproteota	Thermoprotei	DSFO01 sp032249235
GB_GCA_041640715	Thermoproteota	Thermoprotei	DSFO01 sp041640715
GB_GCA_019685655	Thermoproteota	Bathyarchaeia	DSLH01 sp019685655
GB_GCA_038870575	Thermoproteota	Bathyarchaeia	DSLH01 sp038873195
GB_GCA_016203225	Nanobdellota	Nanobdellia	DSQK01 sp016203225
GB_GCA_035476335	Nanobdellota	Nanobdellia	DSQK01 sp035476335
GB_GCA_041488275	Nanobdellota	Nanobdellia	DSQK01 sp041488275
GB_GCA_038733455	Thermoproteota	Bathyarchaeia	DSZD01 sp018396935
GB_GCA_020833325	Thermoproteota	Thermoprotei_A	DSZV01 sp020833325
GB_GCA_033582155	Thermoproteota	Thermoprotei_A	DSZV01 sp025058835
GB_GCA_026413755	Thermoproteota	Thermoprotei_A	DSZV01 sp026413755
GB_GCA_029335875	Thermoproteota	Thermoprotei_A	DSZV01 sp029335875
GB_GCA_038887095	Thermoproteota	Thermoprotei_A	DSZV01 sp030549835
GB_GCA_039630105	Thermoproteota	Thermoprotei_A	DSZV01 sp039630105
GB_GCA_038846665	Asgardarchaeota	Jordiarchaeia	DTBI01 sp019057715
GB_GCA_038889235	Asgardarchaeota	Jordiarchaeia	DTBI01 sp038889235
GB_GCA_038844685	Thermoproteota	Bathyarchaeia	DTBU01 sp038870975
GB_GCA_038879735	Thermoproteota	Thermoprotei_A	DTCV01 sp020832985
GB_GCA_026413615	Thermoproteota	Thermoprotei_A	DTCV01 sp025058345
GB_GCA_038863035	Thermoproteota	Thermoprotei_A	DTCV01 sp038831135
GB_GCA_038824525	Thermoproteota	Thermoprotei_A	DTCV01 sp038844925
GB_GCA_038852005	Thermoproteota	Bathyarchaeia	DTDX01 sp018396775
GB_GCA_038866675	Thermoproteota	Bathyarchaeia	DTDX01 sp018396815
GB_GCA_038820435	Thermoproteota	Bathyarchaeia	DTEX01 sp018396405
GB_GCA_018396635	Thermoproteota	Bathyarchaeia	DTEX01 sp018396635
GB_GCA_018396655	Thermoproteota	Bathyarchaeia	DTEX01 sp018396655
GB_GCA_018396975	Thermoproteota	Bathyarchaeia	DTEX01 sp018396975
GB_GCA_038822555	Thermoproteota	Bathyarchaeia	DTEX01 sp018396995
GB_GCA_038840855	Thermoproteota	Bathyarchaeia	DTEX01 sp038817885
GB_GCA_038820405	Thermoproteota	Bathyarchaeia	DTEX01 sp038820405
GB_GCA_038818175	Thermoproteota	Bathyarchaeia	DTEX01 sp038859955
GB_GCA_038829625	Thermoproteota	Bathyarchaeia	DTEX01 sp038866525
GB_GCA_038867895	Thermoproteota	Bathyarchaeia	DTEX01 sp038867895
GB_GCA_038868075	Thermoproteota	Bathyarchaeia	DTEX01 sp038868075
GB_GCA_038864095	Thermoproteota	Bathyarchaeia	DTEX01 sp038882715
GB_GCA_038841375	Thermoproteota	Bathyarchaeia	DTEX01 sp038897035
GB_GCA_938091805	Thermoproteota	Bathyarchaeia	DTEX01 sp938091805
GB_GCA_018396725	Thermoproteota	Bathyarchaeia	DTGE01 sp018396725
GB_GCA_038825355	Thermoproteota	Bathyarchaeia	DTGE01 sp038825355
GB_GCA_021163505	Iainarchaeota	Iainarchaeia	DTGL01 sp021163505
GB_GCA_026413945	Iainarchaeota	Iainarchaeia	DTGL01 sp026413945
GB_GCA_029258755	Iainarchaeota	Iainarchaeia	DTGL01 sp029258755
GB_GCA_038895395	Iainarchaeota	Iainarchaeia	DTGL01 sp038895395
GB_GCA_018396915	Thermoproteota	Bathyarchaeia	DTMT01 sp018396915
GB_GCA_020723065	Micrarchaeota	Micrarchaeia	DTQF01 sp020723065
GB_GCA_038881595	Micrarchaeota	Micrarchaeia	DTQF01 sp038881595
GB_GCA_001421185	Thermoplasmatota	Thermoplasmata	DTU008 sp001421185
GB_GCA_029780995	Thermoplasmatota	Thermoplasmata	DTU008 sp001512965
GB_GCA_036750675	Thermoplasmatota	Thermoplasmata	DTU008 sp002504525
GB_GCA_012518185	Thermoplasmatota	Thermoplasmata	DTU008 sp012518185
GB_GCA_019056805	Asgardarchaeota	Baldrarchaeia	DXJG01 sp019056805
GB_GCA_020725055	Hadarchaeota	Hadarchaeia	DYFS01 sp020725055
GB_GCA_020723935	SpSt-1190	SpSt-1190	DYHY01 sp020723935
GB_GCA_020723045	Micrarchaeota	Micrarchaeia	DYJQ01 sp020723045
GB_GCA_020725895	Hadarchaeota	Hadarchaeia	DYTO01 sp020725895
GB_GCA_029259175	Hadarchaeota	Hadarchaeia	DYTO01 sp029259175
GB_GCA_038822855	Hadarchaeota	Hadarchaeia	DYTO01 sp038823825
GB_GCA_038872135	Hadarchaeota	Hadarchaeia	DYTO01 sp038872135
GB_GCA_020029475	Thermoplasmatota	Thermoplasmata	EA-19 sp020029475
GB_GCA_035283985	Thermoplasmatota	Thermoplasmata	EA-19 sp035283985
GB_GCA_003019535	Thermoproteota	Thermoprotei_A	ECH-B-1 sp003019535
GB_GCA_029258915	Thermoproteota	Thermoprotei_A	EX4484-217-1 sp029258915
GB_GCA_029259275	Thermoproteota	Bathyarchaeia	EX4484-218 sp002254975
GB_GCA_003661965	Thermoproteota	Bathyarchaeia	EX4484-218 sp003661965
GB_GCA_029932465	Thermoplasmatota	EX4484-6	EX4484-36 sp002254765
GB_GCA_029933835	Thermoplasmatota	EX4484-6	EX4484-6 sp002254385
GB_GCA_030595715	Thermoplasmatota	EX4484-6	EX4484-6 sp030595715
GB_GCA_041659445	Nanobdellota	Nanobdellia	EX4484-71 sp041659445
GB_GCA_029939595	Thermoplasmatota	E2	EX4572-165 sp002254885
GB_GCA_018334795	Thermoplasmatota	E2	EX4572-165 sp018334795
GB_GCA_029762575	Thermoplasmatota	E2	EX4572-165 sp029762575
GB_GCA_905171695	Halobacteriota	Methanosarcinia	EX4572-44 sp905171695
GB_GCA_003135935	Thermoplasmatota	Thermoplasmata	FEN-33 sp003135935
GB_GCA_003162615	Halobacteriota	Methanosarcinia	Fen-7 sp003162615
GB_GCA_041494285	Halobacteriota	Methanosarcinia	Fen-7 sp041494285
GB_GCA_013426015	Micrarchaeota	Micrarchaeia	Fermentimicrarchaeum limneticum
GB_GCA_026396385	Micrarchaeota	Micrarchaeia	Fermentimicrarchaeum sp026396385
GB_GCA_026396455	Micrarchaeota	Micrarchaeia	Fermentimicrarchaeum sp026396455
RS_GCF_000025505	Halobacteriota	Archaeoglobi	Ferroglobus placidus
RS_GCF_015521575	Halobacteriota	Archaeoglobi	Ferroglobus sp015520115
RS_GCF_002078355	Thermoplasmatota	Thermoplasmata	Ferroplasma acidiphilum
GB_GCA_027375225	Thermoplasmatota	Thermoplasmata	Ferroplasma sp002505185
GB_GCA_027375975	Thermoplasmatota	Thermoplasmata	Ferroplasma sp021797555
GB_GCA_027365615	Thermoplasmatota	Thermoplasmata	Ferroplasma sp021797735
GB_GCA_027344325	Thermoplasmatota	Thermoplasmata	Ferroplasma sp021802205
GB_GCA_027375835	Thermoplasmatota	Thermoplasmata	Ferroplasma sp021806235
GB_GCA_021806295	Thermoplasmatota	Thermoplasmata	Ferroplasma sp021806295
GB_GCA_021820565	Thermoplasmatota	Thermoplasmata	Ferroplasma sp021820565
RS_GCF_031200575	Thermoplasmatota	Thermoplasmata	Ferroplasma sp031200575
RS_GCF_037442045	Thermoplasmatota	Thermoplasmata	Ferroplasma sp037442045
GB_GCA_038729085	Thermoplasmatota	Thermoplasmata	Ferroplasma sp038729085
RS_GCF_000258425	Thermoproteota	Thermoprotei_A	Fervidicoccus fontis
GB_GCA_009993905	Iainarchaeota	Iainarchaeia	Forterrea multitransposorum
GB_GCA_023230325	Iainarchaeota	Iainarchaeia	Forterrea sp023230325
GB_GCA_029856875	Asgardarchaeota	Jordiarchaeia	Freyrarchaeum sp029258835
GB_GCA_019057355	Asgardarchaeota	Lokiarchaeia	FT1-020 sp019057355
GB_GCA_003194435	Halobacteriota	Syntropharchaeia	G60ANME1 sp003194435
GB_GCA_026133965	Halobacteriota	Syntropharchaeia	G60ANME1 sp021159465
GB_GCA_025464275	Halobacteriota	Syntropharchaeia	G60ANME1 sp025464275
GB_GCA_025464385	Halobacteriota	Syntropharchaeia	G60ANME1 sp025464325
GB_GCA_000496135	Thermoplasmatota	Thermoplasmata	GCA-000496135 sp000496135
GB_GCA_027330885	Thermoplasmatota	Thermoplasmata	GCA-000496135 sp021818675
GB_GCA_001856825	Thermoplasmatota	Thermoplasmata	GCA-001856825 sp001856825
GB_GCA_021792255	Thermoplasmatota	Thermoplasmata	GCA-001856825 sp021792255
GB_GCA_028063715	Thermoplasmatota	Thermoplasmata	GCA-001856825 sp021827945
GB_GCA_026127935	Thermoplasmatota	Thermoplasmata	GCA-001856825 sp026127935
GB_GCA_038729485	Thermoplasmatota	Thermoplasmata	GCA-001856825 sp038729485
GB_GCA_038877895	Thermoplasmatota	Thermoplasmata	GCA-001856825 sp038734825
GB_GCA_002792115	Nanobdellota	Nanobdellia	GCA-002792115 sp002792115
GB_GCA_030615265	Thermoproteota	Bathyarchaeia	GCA-020344715 sp030615265
GB_GCA_020351305	Thermoproteota	Bathyarchaeia	GCA-020351305 sp020351305
GB_GCA_020352645	Thermoproteota	Bathyarchaeia	GCA-020352645 sp020352645
GB_GCA_020354575	Thermoproteota	Bathyarchaeia	GCA-020354575 sp020354575
GB_GCA_023898365	Nanobdellota	Nanobdellia	GCA-023898365 sp023898365
GB_GCA_016432305	Nanobdellota	Nanobdellia	GCA-16432305 sp016432305
GB_GCA_002685855	Nanobdellota	Nanobdellia	GCA-2685855 sp002685855
GB_GCA_013202845	Nanobdellota	Nanobdellia	GCA-2686295 sp013202845
GB_GCA_014384375	Nanobdellota	Nanobdellia	GCA-2686295 sp014384375
GB_GCA_018819945	Nanobdellota	Nanobdellia	GCA-2686295 sp018819065
GB_GCA_937890455	Nanobdellota	Nanobdellia	GCA-2687275 sp002687275
GB_GCA_030750235	Nanobdellota	Nanobdellia	GCA-2687275 sp030750765
GB_GCA_030753365	Nanobdellota	Nanobdellia	GCA-2687795 sp030753365
GB_GCA_018670085	Nanobdellota	Nanobdellia	GCA-2688265 sp018670085
GB_GCA_018697095	Nanobdellota	Nanobdellia	GCA-2688265 sp018697095
GB_GCA_002688355	Nanobdellota	Nanobdellia	GCA-2688355 sp002688355
GB_GCA_016177615	Nanobdellota	Nanobdellia	GCA-2688775 sp016177615
GB_GCA_016185755	Nanobdellota	Nanobdellia	GCA-2688775 sp016185755
GB_GCA_016185945	Nanobdellota	Nanobdellia	GCA-2688775 sp016185945
GB_GCA_016187465	Nanobdellota	Nanobdellia	GCA-2688775 sp016187465
GB_GCA_016188245	Nanobdellota	Nanobdellia	GCA-2688775 sp016188245
GB_GCA_018303685	Nanobdellota	Nanobdellia	GCA-2688775 sp018303685
GB_GCA_035288865	Nanobdellota	Nanobdellia	GCA-2688775 sp035288865
GB_GCA_036012845	Nanobdellota	Nanobdellia	GCA-2688925 sp002688925
GB_GCA_026014875	Thermoproteota	Bathyarchaeia	GCA-2726865 sp026014875
GB_GCA_030739585	Thermoproteota	Bathyarchaeia	GCA-2726865 sp030739585
GB_GCA_000965745	Thermoplasmatota	Thermoplasmata	GCA-965745 sp000965745
GB_GCA_023539555	Thermoproteota	Nitrososphaeria_A	Geocrenenecus arthurdayi
GB_GCA_038887275	Thermoproteota	Nitrososphaeria_A	Geocrenenecus dongiae
GB_GCA_038874635	Thermoproteota	Nitrososphaeria_A	Geocrenenecus huangii
GB_GCA_023269855	Thermoproteota	Nitrososphaeria_A	Geocrenenecus sp023269855
GB_GCA_026413845	Thermoproteota	Nitrososphaeria_A	Geocrenenecus sp025058515
GB_GCA_039630055	Thermoproteota	Nitrososphaeria_A	Geocrenenecus sp039630055
GB_GCA_015163485	Halobacteriota	Archaeoglobi	Geoglobus acetivorans
RS_GCF_000789255	Halobacteriota	Archaeoglobi	Geoglobus acetivorans_B
RS_GCF_001006045	Halobacteriota	Archaeoglobi	Geoglobus ahangari
GB_GCA_004366975	Halobacteriota	Archaeoglobi	Geoglobus sp002494725
GB_GCA_027021555	Halobacteriota	Archaeoglobi	Geoglobus sp015522195
GB_GCA_015523645	Halobacteriota	Archaeoglobi	Geoglobus sp015523645
GB_GCA_013138805	EX4484-52	EX4484-52	GLR71 sp013138805
GB_GCA_019429125	EX4484-52	EX4484-52	GLR71 sp019429125
GB_GCA_902384795	Micrarchaeota	Micrarchaeia	Gugararchaeum adminiculabundum
GB_GCA_000830275	Iainarchaeota	Iainarchaeia	GW2011-AR10 sp000830275
GB_GCA_000830295	Nanobdellota	Nanobdellia	GW2011-AR15 sp000830295
GB_GCA_963981145	Nanobdellota	Nanobdellia	GW2011-AR15 sp018657065
GB_GCA_016235495	Nanobdellota	Nanobdellia	GW2011-AR17 sp016235495
GB_GCA_030697685	Nanobdellota	Nanobdellia	GW2011-AR17 sp030697685
GB_GCA_013330555	Nanobdellota	Nanobdellia	GW2011-AR17 sp10136u
GB_GCA_013331775	Nanobdellota	Nanobdellia	GW2011-AR18 sp000806155
GB_GCA_018303925	Nanobdellota	Nanobdellia	GW2011-AR1 sp018303925
GB_GCA_036833455	Nanobdellota	Nanobdellia	GW2011-AR1 sp937982425
GB_GCA_000830315	Nanobdellota	Nanobdellia	GW2011-AR20 sp000830315
GB_GCA_028279825	Aenigmatarchaeota	Aenigmatarchaeia	GW2011-AR5 sp028279825
GB_GCA_013331635	Nanobdellota	Nanobdellia	GW2011-AR9 sp10194u
GB_GCA_014361095	Hadarchaeota	Hadarchaeia	Hadarchaeum sp014361095
GB_GCA_038874155	Hadarchaeota	Hadarchaeia	Hadarchaeum sp038871235
GB_GCA_001515205	Hadarchaeota	Hadarchaeia	Hadarchaeum yellowstonense
GB_GCA_025920425	Nanobdellota	Nanobdellia	Haiyanarchaeum thermophilum
GB_GCA_019594055	Thermoplasmatota	Thermoplasmata	Haladaptatiplasma halalkaliphilum
GB_GCA_003559355	Thermoplasmatota	Thermoplasmata	Haladaptatiplasma sp007129655
GB_GCA_019594305	Thermoplasmatota	Thermoplasmata	Haladaptatiplasma sp019594305
RS_GCF_026248685	Halobacteriota	Halobacteria	Haladaptatus caseinilyticus
RS_GCF_000710615	Halobacteriota	Halobacteria	Haladaptatus cibarius
RS_GCF_000187225	Halobacteriota	Halobacteria	Haladaptatus paucihalophilus
RS_GCF_001625445	Halobacteriota	Halobacteria	Haladaptatus sp001625445
RS_GCF_002952775	Halobacteriota	Halobacteria	Halalkaliarchaeum desulfuricum
RS_GCF_031432225	Halobacteriota	Halobacteria	Halalkaliarchaeum sp024972735
RS_GCF_000485535	Halobacteriota	Halobacteria	Halalkalicoccus jeotgali
RS_GCF_001593955	Halobacteriota	Halobacteria	Halalkalicoccus paucihalophilus
RS_GCF_030287405	Halobacteriota	Halobacteria	Halalkalicoccus sp030287405
RS_GCF_037081695	Halobacteriota	Halobacteria	Halalkalicoccus sp036584055
RS_GCF_037081715	Halobacteriota	Halobacteria	Halalkalicoccus sp037081715
RS_GCF_003697815	Halobacteriota	Halobacteria	Halalkalicoccus subterraneus
RS_GCF_037996645	Halobacteriota	Halobacteria	Halalkalicoccus tibetensis
RS_GCF_005543295	Halobacteriota	Halobacteria	Halalkalirubrum salinum
GB_GCA_005239175	Halobacteriota	Halobacteria	Halalkalirubrum sp005239175
RS_GCF_024972755	Halobacteriota	Halobacteria	Halanaeroarchaeum sp024972755
RS_GCF_001305655	Halobacteriota	Halobacteria	Halanaeroarchaeum sulfurireducens
RS_GCF_017094525	Halobacteriota	Halobacteria	Halapricum desulfuricans
RS_GCF_025517535	Halobacteriota	Halobacteria	Halapricum hydrolyticum
RS_GCF_000755225	Halobacteriota	Halobacteria	Halapricum salinum
RS_GCF_017094465	Halobacteriota	Halobacteria	Halapricum sp017094465
RS_GCF_017094505	Halobacteriota	Halobacteria	Halapricum sp017094505
GB_GCA_003560595	Thermoplasmatota	Thermoplasmata	Halarchaeoplasma sp003560595
RS_GCF_003721175	Halobacteriota	Halobacteria	Halarchaeum grantii
RS_GCF_014647155	Halobacteriota	Halobacteria	Halarchaeum nitratireducens
RS_GCF_017873775	Halobacteriota	Halobacteria	Halarchaeum rubridurum
RS_GCF_039520965	Halobacteriota	Halobacteria	Halarchaeum salinum
RS_GCF_002844195	Halobacteriota	Halobacteria	Halegenticoccus soli
RS_GCF_026616195	Halobacteriota	Halobacteria	Haloarchaeobius amylolyticus
RS_GCF_900103505	Halobacteriota	Halobacteria	Haloarchaeobius iranensis
RS_GCF_024495425	Halobacteriota	Halobacteria	Haloarchaeobius litoreus
RS_GCF_024464185	Halobacteriota	Halobacteria	Haloarchaeobius salinus
RS_GCF_024609245	Halobacteriota	Halobacteria	Haloarchaeobius sp024609245
RS_GCF_025399835	Halobacteriota	Halobacteria	Haloarchaeobius sp025399835
RS_GCF_037078395	Halobacteriota	Halobacteria	Haloarcula amylolytica
RS_GCF_032905985	Halobacteriota	Halobacteria	Haloarcula argentinensis
RS_GCF_029338255	Halobacteriota	Halobacteria	Haloarcula halobia
RS_GCF_029278565	Halobacteriota	Halobacteria	Haloarcula halophila
RS_GCF_001647155	Halobacteriota	Halobacteria	Haloarcula hispanica
RS_GCF_000336635	Halobacteriota	Halobacteria	Haloarcula japonica
RS_GCF_029530365	Halobacteriota	Halobacteria	Haloarcula laminariae
RS_GCF_019061235	Halobacteriota	Halobacteria	Haloarcula limicola
RS_GCF_029338195	Halobacteriota	Halobacteria	Haloarcula litorea
RS_GCF_005406125	Halobacteriota	Halobacteria	Haloarcula mannanilytica
RS_GCF_024218815	Halobacteriota	Halobacteria	Haloarcula marina
RS_GCF_003634715	Halobacteriota	Halobacteria	Haloarcula marismortui
RS_GCF_029338275	Halobacteriota	Halobacteria	Haloarcula ordinaria
RS_GCF_030127105	Halobacteriota	Halobacteria	Haloarcula pelagica
RS_GCF_031624555	Halobacteriota	Halobacteria	Haloarcula pellucida
RS_GCF_029338235	Halobacteriota	Halobacteria	Haloarcula rara
RS_GCF_019599465	Halobacteriota	Halobacteria	Haloarcula rubra
RS_GCF_001280425	Halobacteriota	Halobacteria	Haloarcula rubripromontorii
RS_GCF_010119195	Halobacteriota	Halobacteria	Haloarcula salina
RS_GCF_019599405	Halobacteriota	Halobacteria	Haloarcula salinisoli
RS_GCF_031624395	Halobacteriota	Halobacteria	Haloarcula saliterrae
RS_GCF_014647415	Halobacteriota	Halobacteria	Haloarcula sebkhae
RS_GCF_001485575	Halobacteriota	Halobacteria	Haloarcula sp001485575
RS_GCF_008729005	Halobacteriota	Halobacteria	Haloarcula sp008729015
RS_GCF_029338315	Halobacteriota	Halobacteria	Haloarcula sp029338315
RS_GCF_030848575	Halobacteriota	Halobacteria	Haloarcula sp030848575
RS_GCF_035656455	Halobacteriota	Halobacteria	Haloarcula sp035656455
RS_GCF_037078405	Halobacteriota	Halobacteria	Haloarcula sp037078405
RS_GCF_003666065	Halobacteriota	Halobacteria	Haloarcula taiwanensis
RS_GCF_031624315	Halobacteriota	Halobacteria	Haloarcula terrestris
RS_GCF_000337775	Halobacteriota	Halobacteria	Haloarcula vallismortis
RS_GCF_009831555	Halobacteriota	Halobacteria	Halobacterium bonnevillei
RS_GCF_040435975	Halobacteriota	Halobacteria	Halobacterium hubeiense
RS_GCF_900110535	Halobacteriota	Halobacteria	Halobacterium jilantaiense
RS_GCF_021233415	Halobacteriota	Halobacteria	Halobacterium litoreum
RS_GCF_021233435	Halobacteriota	Halobacteria	Halobacterium noricense
RS_GCF_021729015	Halobacteriota	Halobacteria	Halobacterium rubrum
RS_GCF_000069025	Halobacteriota	Halobacteria	Halobacterium salinarum
GB_GCA_000230955	Halobacteriota	Halobacteria	Halobacterium sp000230955
RS_GCF_001485535	Halobacteriota	Halobacteria	Halobacterium sp001485535
RS_GCF_011734195	Halobacteriota	Halobacteria	Halobacterium sp011734195
RS_GCF_021028995	Halobacteriota	Halobacteria	Halobacterium sp021028995
RS_GCF_021249345	Halobacteriota	Halobacteria	Halobacterium wangiae
RS_GCF_021249405	Halobacteriota	Halobacteria	Halobacterium zhouii
RS_GCF_900129775	Halobacteriota	Halobacteria	Halobaculum gomorrense
RS_GCF_030127145	Halobacteriota	Halobacteria	Halobaculum halobium
RS_GCF_029490015	Halobacteriota	Halobacteria	Halobaculum limi
RS_GCF_030127165	Halobacteriota	Halobacteria	Halobaculum lipolyticum
RS_GCF_019823105	Halobacteriota	Halobacteria	Halobaculum magnesiiphilum
RS_GCF_029338555	Halobacteriota	Halobacteria	Halobaculum marinum
RS_GCF_019880245	Halobacteriota	Halobacteria	Halobaculum roseum
RS_GCF_019880225	Halobacteriota	Halobacteria	Halobaculum rubrum
RS_GCF_009831625	Halobacteriota	Halobacteria	Halobaculum saliterrae
GB_GCA_003020945	Halobacteriota	Halobacteria	Halobaculum sp003020945
RS_GCF_021431925	Halobacteriota	Halobacteria	Halobaculum sp021431925
RS_GCF_040025155	Halobacteriota	Halobacteria	Halobaculum sp040025155
RS_GCF_007655485	Halobacteriota	Halobacteria	Halobellus captivus
RS_GCF_900107195	Halobacteriota	Halobacteria	Halobellus clavatus
RS_GCF_003665925	Halobacteriota	Halobacteria	Halobellus inordinatus
RS_GCF_900108165	Halobacteriota	Halobacteria	Halobellus limi
RS_GCF_024464595	Halobacteriota	Halobacteria	Halobellus litoreus
RS_GCF_024494595	Halobacteriota	Halobacteria	Halobellus rarus
RS_GCF_014212355	Halobacteriota	Halobacteria	Halobellus ruber
RS_GCF_000739575	Halobacteriota	Halobacteria	Halobellus rufus
RS_GCF_014646875	Halobacteriota	Halobacteria	Halobellus salinus
RS_GCF_031823395	Halobacteriota	Halobacteria	Halobellus sp031823395
RS_GCF_037031285	Halobacteriota	Halobacteria	Halobellus sp037031285
RS_GCF_041477585	Halobacteriota	Halobacteria	Halobellus sp041477585
RS_GCF_900112205	Halobacteriota	Halobacteria	Halobiforma haloterrestris
RS_GCF_000226975	Halobacteriota	Halobacteria	Halobiforma lacisalsi
RS_GCF_026586625	Halobacteriota	Halobacteria	Halobium salinum
RS_GCF_014647475	Halobacteriota	Halobacteria	Halocalculus aciditolerans
RS_GCF_027563145	Halobacteriota	Halobacteria	Halocatena halophilum
RS_GCF_025913575	Halobacteriota	Halobacteria	Halocatena marina
RS_GCF_003862495	Halobacteriota	Halobacteria	Halocatena pleomorpha
RS_GCF_023115355	Halobacteriota	Halobacteria	Halocatena salina
GB_GCA_025041175	Halobacteriota	Halobacteria	Halocatena sp025041175
GB_GCA_025041195	Halobacteriota	Halobacteria	Halocatena sp025041195
RS_GCF_003058365	Halobacteriota	Halobacteria	Halococcoides cellulosivorans
RS_GCF_000334895	Halobacteriota	Halobacteria	Halococcus agarilyticus
RS_GCF_000336675	Halobacteriota	Halobacteria	Halococcus hamelinensis
RS_GCF_022870485	Halobacteriota	Halobacteria	Halococcus morrhuae
RS_GCF_024508235	Halobacteriota	Halobacteria	Halococcus qingdaonensis
RS_GCF_000336915	Halobacteriota	Halobacteria	Halococcus saccharolyticus
RS_GCF_028617175	Halobacteriota	Halobacteria	Halococcus salifodinae
RS_GCF_009900715	Halobacteriota	Halobacteria	Halococcus salsus
RS_GCF_000755245	Halobacteriota	Halobacteria	Halococcus sediminicola
GB_GCA_003021235	Halobacteriota	Halobacteria	Halococcus sp003021235
RS_GCF_000336715	Halobacteriota	Halobacteria	Halococcus thailandensis
RS_GCF_001886955	Halobacteriota	Halobacteria	Halodesulfurarchaeum formicicum
RS_GCF_036626455	Halobacteriota	Halobacteria	Halodesulfurarchaeum sp018334775
RS_GCF_031432215	Halobacteriota	Halobacteria	Halodesulfurarchaeum sp031432215
RS_GCF_014635105	Halobacteriota	Halobacteria	Haloferax denitrificans
RS_GCF_000336755	Halobacteriota	Halobacteria	Haloferax elongans
RS_GCF_000336775	Halobacteriota	Halobacteria	Haloferax gibbonsii
RS_GCF_000336955	Halobacteriota	Halobacteria	Haloferax larsenii
RS_GCF_008806815	Halobacteriota	Halobacteria	Haloferax litoreum
