accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count	phylum	class	species
GB_GCA_027038505.1	0	94.13	0	General	89.41	0	149	k__Archaea (UID2)	107	0	788540	89.54647606783156	38	399614	45.38216325422774	880593	GB_GCA_027038505.1	t	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__WAPT01;g__WAPT01;s__WAPT01 sp027038505	not type material	none	f	8	8	134741	134741	24305	1	2921	JALVWC010000029.1	134741	1	110	JALVWC010000013.1	2286	1482	0	78.915	AKID01000054.18410.21433	Archaea;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus sp. PK	23172	25899	f	f	t	27455	39931	Scaffold	ASM2703850v1	na	PRJNA821212	SAMN27360366	38	27455	Pacific Ocean: Lau Basin	2022-12-19	GCA_027038505.1	derived from metagenome	full	M10_metabat1_scaf2bin.076	marine hydrothermal vent	none	0	none	DPANN group archaeon	none	na	none	34	8	39931	21711	12284	2022/12/19	4	2599936	none	M10_metabat1_scaf2bin.076	Portland State University	2599936	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;x__unclassified DPANN group;s__DPANN group archaeon	40	880593	none	none	na	880553	0	JALVWC000000000.1	926	34	24305	1	none	none	none	none	none	none	1493	JALVWC010000029.1	1513	1171	0	81.163	CP006670.774259.775759	Archaea;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus litoralis DSM 5473	40	18	38	0	EX4484-52	EX4484-52	WAPT01 sp027038505
GB_GCA_036773885.1	0	99.07	2.18	Specific	96.57	0.65	234	p__Euryarchaeota (UID54)	153	0	2224684	85.6138325424955	125	1579415	60.83306692960394	2598510	RS_GCF_002508705.1	f	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp002508705	not type material	none	f	22	19	112834	126916	none	0	none	none	none	0	none	none	none	none	none	none	none	none	20770	25228	f	f	t	32959	42837	Scaffold	ASM3677388v1	na	PRJNA843551	SAMN28747847	125	32959	none	2024-02-22	GCA_036773885.1	derived from metagenome	full	CTOTU40521	none	none	0	none	Euryarchaeota archaeon	none	na	none	103	19	42837	23667	12550	2024/02/22	22	2026739	none	CTOTU40521	Helmholtz Centre for Environmental Research - UFZ	2026739	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;s__Euryarchaeota archaeon	2200	2598510	none	none	na	2596310	0	DAIPCP000000000.1	2698	103	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	2200	19	47	0	Halobacteriota	Methanomicrobia	Methanoculleus sp002508705
RS_GCF_900110215.1	0	100	4.1	Specific	99.93	1.7	359	f__Halobacteriaceae (UID84)	235	0	4246134	87.19394269694716	122	3090182	63.456712749817854	4869758	RS_GCF_900110215.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis persica	type strain of species	LPSN	f	11	10	345647	374147	38648	4	1218	NZ_FOCX01000029.1	149545	2	114	NZ_FOCX01000011.1	1216	1997	0	96.299	FNBK01000017.1.1910	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Halorientalis;Halorientalis regularis	39915	40245	f	f	t	149545	157375	Scaffold	IMG-taxon 2654588107 annotated assembly	na	PRJNA224116	SAMN05216388	122	149545	none	2016-10-31	GCA_900110215.1	none	full	na	none	none	0	0	Halorientalis persicus	4911	representative genome	8	121	10	157375	68568	21702	2016/10/31	1	1367881	2	IBRC-M 10043	DOE - JOINT GENOME INSTITUTE	1367881	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis persicus	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis persicus	10	4869758	11	74	assembly from type material	4869748	0	FOCX00000000.1	5164	121	297102	2	1472	2523	0	97.622	551722	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halorientalis;s__regularis	1474	NZ_FOCX01000004.1	1442	2612	0	99.376	KF313134.1.1445	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Halorientalis;Halorientalis persicus	10	19	71	0	Halobacteriota	Halobacteria	Halorientalis persica
GB_GCA_023246445.1	0	90.83	0.98	Specific	74.77	0.93	149	k__Archaea (UID2)	107	100	787894	89.22143822112908	52	275201	31.16916800596199	883077	GB_GCA_023246445.1	t	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__SCGC-AAA011-G17;f__JACQNH01;g__JACQNH01;s__JACQNH01 sp023246445	not type material	none	f	10	10	58730	58730	35191	2	1830	JAHFIJ010000008.1	none	0	none	none	1849	676	0	74.094	KP308709.179094.181982	Archaea;Nanoarchaeota;Woesearchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	16979	19197	f	f	t	27558	28414	Scaffold	ASM2324644v1	na	PRJNA699054	SAMN19017331	52	27558	New Zealand: Canterbury region	2022-05-06	GCA_023246445.1	derived from metagenome	full	nzgw36	groundwater	none	0	none	Candidatus Woesearchaeota archaeon	none	na	none	46	10	28414	16720	9043	2022/05/06	6	2026803	none	nzgw36	The University of Auckland	2026803	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;x__unclassified Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon	150	883077	none	none	na	882927	0	JAHFIJ000000000.1	1055	46	35191	1	none	none	none	none	none	none	1385	JAHFIJ010000008.1	623	579	4.61e-163	83.628	JF262368.1.1345	Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;Incertae Sedis;Incertae Sedis;uncultured euryarchaeote	150	18	30	0	Nanobdellota	Nanobdellia	JACQNH01 sp023246445
GB_GCA_027387185.1	9	94.29	1.11	General	93.47	3.45	188	p__Euryarchaeota (UID3)	125	0	2196875	90.27423643662343	169	1507462	61.95111266181155	2433557	GB_GCA_021796385.1	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAJYEA01;s__JAJYEA01 sp021796385	not type material	none	f	7	7	294743	294743	27928	2	980	DAHXSL010000020.1	27928	1	117	DAHXSL010000020.1	960	368	6.81e-100	74.375	LDZU01010615.1333.4245	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Incertae Sedis;terrestrial metagenome	14398	15802	f	f	t	123914	123914	Scaffold	ASM2738718v1	na	PRJNA834572	SAMN28407489	169	123914	China: Guangdong; Yunfu	2022-12-27	GCA_027387185.1	derived from metagenome	full	clean3320	sediment	22.96413 N 112.01483 E	0	none	Thermoplasmata archaeon	none	na	none	154	7	123914	44281	14761	2022/12/27	15	1906666	none	clean3320	an eLibrary of Microbial Systematics and Genomics	1906666	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon	239	2433557	none	none	na	2433318	0	DAHXSL000000000.1	2225	154	25850	1	none	none	none	none	none	none	314	DAHXSL010000022.1	315	457	4.78e-127	93.016	AUZY01002076.587.1671	Archaea;Thermoplasmatota;Thermoplasmata;Incertae Sedis;Incertae Sedis;Incertae Sedis;mine drainage metagenome	239	19	58	0	Thermoplasmatota	Thermoplasmata	JAJYEA01 sp021796385
RS_GCF_001560405.1	66	99.98	0.28	Specific	99.29	0	217	c__Thermoprotei (UID147)	168	0	1960052	87.57566604888737	17	821763	36.71768113248182	2238124	RS_GCF_000012285.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius	not type material	none	f	3	3	477402	477402	12141	1	3012	NZ_LPRZ01000009.1	none	0	none	none	3012	5563	0	100	LPSP01000003.1109.4143	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus acidocaldarius	131654	131654	f	f	t	290080	290080	Contig	NG05B_C06_03	na	PRJNA224116	SAMN04305160	17	290080	USA: Yellowstone National Park	2016-02-11	GCA_001560405.1	none	full	na	NG05 hot spring; Norris Geyser Basin	none	0	0	Sulfolobus acidocaldarius	2335	na	4	none	none	none	none	none	2016/02/11	0	2285	2	NG05B_C06_03	University of Illinois at Urbana-Champaign	2285	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius	0	2238124	11	46	na	2238124	0	LPRZ00000000.1	2445	17	12141	2	854	1572	0	99.883	953	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__acidocaldarius	864	NZ_LPRZ01000009.1	856	1581	0	100	D14876.260.1752	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus acidocaldarius	0	19	47	0	Thermoproteota	Thermoprotei_A	Sulfolobus acidocaldarius
GB_GCA_039630105.1	0	90.02	0.71	Specific	96.52	1.98	245	c__Thermoprotei (UID148)	158	25	1041494	94.01988556860918	55	650080	58.68535700680124	1107738	GB_GCA_039630105.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__DSZV01;s__DSZV01 sp039630105	not type material	none	f	9	9	119775	119775	none	0	none	none	none	0	none	none	none	none	none	none	none	none	20140	20140	f	f	t	43822	43822	Contig	ASM3963010v1	na	PRJNA1082868	SAMN41086210	55	43822	none	2024-05-13	GCA_039630105.1	derived from metagenome	full	DT_Bin_4	none	none	0	0	Acidilobaceae archaeon	none	na	2	none	none	none	none	none	2024/05/13	0	2933264	1	DT_Bin_4	Universiti Teknologi Malaysia	2933264	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Acidilobales;f__Acidilobaceae;g__;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Acidilobales;f__Acidilobaceae;x__unclassified Acidilobaceae;s__Acidilobaceae archaeon	0	1107738	11	44	na	1107738	0	JBCNVO000000000.1	1264	55	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	44	0	Thermoproteota	Thermoprotei_A	DSZV01 sp039630105
GB_GCA_963934815.1	0	94.59	0.06	Specific	86.53	0	188	p__Euryarchaeota (UID3)	125	0	1809859	94.898220283794	81	921818	48.33464243654695	1907158	GB_GCA_949373095.1	f	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp949373095	not type material	none	f	9	9	151157	151157	10293	1	482	CAWWAA010000040.1	8701	1	109	CAWWAA010000046.1	482	689	0	92.531	AHCG01000135.4145.6994	Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;Incertae Sedis;Incertae Sedis;uncultured marine group II euryarchaeote	23545	23545	f	f	t	58874	58874	Contig	ERR3589564_concoct_46	na	PRJEB51989	SAMEA115178515	81	58874	none	2024-02-09	GCA_963934815.1	derived from metagenome	full	ERR3589564_concoct_46	none	none	0	none	uncultured euryarchaeote	none	na	none	none	none	none	none	none	2024/02/09	0	114243	none	ERR3589564_concoct_46	EMG	114243	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__environmental samples;s__uncultured euryarchaeote	0	1907158	none	none	na	1907158	0	CAWWAA000000000.1	1614	81	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	40	0	Thermoplasmatota	Poseidoniia	Poseidonia sp949373095
GB_GCA_013538675.1	0	91.3	0	Specific	91.91	0	145	k__Archaea (UID2)	103	0	1119175	90.22032404910637	57	530488	42.7651154523007	1240491	GB_GCA_013538675.1	t	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosocaldaceae;g__Nitrosocaldus;s__Nitrosocaldus tengchongensis	not type material	none	f	13	13	77032	77032	17301	1	514	JACAFJ010000026.1	53984	1	110	JACAFJ010000007.1	514	883	0	97.665	AP011903.21176.24907	Archaea;Thermoproteota;Nitrososphaeria;Nitrosocaldales;Nitrosocaldaceae;Candidatus Nitrosocaldus;uncultured crenarchaeote	21762	22151	f	f	t	29436	29436	Scaffold	ASM1353867v1	na	PRJNA626367	SAMN14668021	57	29436	China: Qianquan Hot Springs	2020-07-23	GCA_013538675.1	derived from metagenome	full	QQ.bins.115137	hot spring sediment	35.393300 N 116.979000 E	0	none	Candidatus Nitrosocaldus tengchongensis	none	na	none	56	13	29436	17301	10934	2020/07/23	1	2927317	none	QQ.bins.115137	Sun Yat-Sen University	2927317	d__Archaea;p__Nitrososphaerota;c__Nitrososphaeria;o__Candidatus Nitrosocaldales;f__Candidatus Nitrosocaldaceae;g__Candidatus Nitrosocaldus;s__Candidatus Nitrosocaldus tengchongensis	d__Archaea;x__TACK group;p__Nitrososphaerota;c__Nitrososphaeria;o__Candidatus Nitrosocaldales;f__Candidatus Nitrosocaldaceae;g__Candidatus Nitrosocaldus;s__Candidatus Nitrosocaldus tengchongensis	22	1240491	none	none	assembly from type material	1240469	0	JACAFJ000000000.1	1432	56	15906	1	none	none	none	none	none	none	484	JACAFJ010000029.1	483	854	0	98.551	KP784724.1.1440	Archaea;Thermoproteota;Nitrososphaeria;Nitrosocaldales;Nitrosocaldaceae;Candidatus Nitrosocaldus;uncultured archaeon	22	16	34	0	Thermoproteota	Nitrososphaeria	Nitrosocaldus tengchongensis
RS_GCF_000337675.1	143	99.81	1.67	Specific	98.53	0.4	395	f__Halobacteriaceae (UID85)	250	0	3745053	84.79637271384176	44	2842509	64.3628427069941	4416525	RS_GCF_000337675.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronococcus;s__Natronococcus amylolyticus	type strain of species	LPSN	f	7	7	497273	497273	2002	3	1994	NZ_AOIB01000022.1	328615	1	283	NZ_AOIB01000031.1	1726	2820	0	96.176	CP003929.3767186.3770097	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Natronococcus;Natronococcus occultus SP4	100375	100375	t	f	f	232276	232276	Contig	ASM33767v1	na	PRJNA224116	SAMN02471669	44	232276	none	2013-02-04	GCA_000337675.1	none	full	na	none	none	0	0	Natronococcus amylolyticus DSM 10524	4320	representative genome	8	none	none	none	none	none	2013/02/04	0	44470	2	DSM 10524	University of California, Davis	1227497	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronococcus;s__Natronococcus amylolyticus	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronococcus;s__Natronococcus amylolyticus;x__Natronococcus amylolyticus DSM 10524	0	4416525	11	48	assembly from type material	4416525	0	AOIB00000000.1	4459	44	2578	1	1290	2250	0	98.372	687485	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Natronococcus;s__	1365	NZ_AOIB01000019.1	1365	2514	0	100	AOIB01000019.1209.2578	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Natronococcus;Natronococcus amylolyticus DSM 10524	0	19	48	0	Halobacteriota	Halobacteria	Natronococcus amylolyticus
GB_GCA_038736885.1	0	90.89	0	Specific	96.12	0	145	k__Archaea (UID2)	103	0	1343495	93.44973032679357	26	744552	51.78930147406612	1437666	GB_GCA_041641305.1	f	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Caldarchaeaceae;g__Caldarchaeum;s__Caldarchaeum sp041641305	not type material	none	f	5	5	280001	280001	11874	1	684	JAVYMS010000023.1	none	0	none	none	681	1164	0	97.504	AP011784.39219.43726	Archaea;Thermoproteota;Nitrososphaeria;Caldarchaeales;Caldiarchaeaceae;Candidatus Caldiarchaeum;uncultured crenarchaeote	55294	57506	f	f	t	82151	82151	Scaffold	ASM3873688v1	na	PRJNA544494	SAMN36036673	26	82151	none	2024-04-29	GCA_038736885.1	derived from metagenome	full	DPZ-5_202101_bins_75	none	none	0	0	Candidatus Caldarchaeum sp.	none	na	3	25	5	82151	56989	23602	2024/04/29	1	2972665	0	DPZ-5_202101_bins_75	The University of Texas at Austin	2972665	d__Archaea;p__Nitrososphaerota;c__;o__Candidatus Caldarchaeales;f__Candidatus Caldarchaeaceae;g__Candidatus Caldarchaeum;s__	d__Archaea;x__TACK group;p__Nitrososphaerota;x__Nitrososphaerota incertae sedis;o__Candidatus Caldarchaeales;f__Candidatus Caldarchaeaceae;g__Candidatus Caldarchaeum;x__unclassified Candidatus Caldarchaeum;s__Candidatus Caldarchaeum sp.	10	1437666	11	44	na	1437656	0	JAVYMS000000000.1	1621	25	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	10	19	44	0	Thermoproteota	Nitrososphaeria_A	Caldarchaeum sp041641305
GB_GCA_035656275.1	0	96.29	0.74	General	97.87	2.8	188	p__Euryarchaeota (UID3)	125	25	1992918	89.45356123310053	95	1512862	67.90590157459108	2227880	GB_GCA_035656275.1	t	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__UBA184;s__UBA184 sp035656275	not type material	none	f	19	19	102843	102843	102843	2	1240	DASRSW010000037.1	30144	1	116	DASRSW010000044.1	1240	399	3.07e-109	73.387	LWDU01032538.56639.59526	Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;Incertae Sedis;Incertae Sedis;hydrothermal vent metagenome	23451	23451	f	f	t	38948	38948	Contig	ASM3565627v1	na	PRJNA983538	SAMN37970138	95	38948	none	2024-01-15	GCA_035656275.1	derived from metagenome	full	SMAG_U6346	none	none	0	0	Thermoplasmata archaeon	none	na	5	none	none	none	none	none	2024/01/15	0	1906666	2	SMAG_U6346	Zhejiang University	1906666	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon	0	2227880	11	47	na	2227880	0	DASRSW000000000.1	2168	95	5078	1	none	none	none	none	none	none	557	DASRSW010000036.1	557	911	0	96.23	AUZY01002076.587.1671	Archaea;Thermoplasmatota;Thermoplasmata;Incertae Sedis;Incertae Sedis;Incertae Sedis;mine drainage metagenome	0	18	47	0	Thermoplasmatota	Thermoplasmata	UBA184 sp035656275
GB_GCA_038874715.1	0	98.29	0.88	General	95.33	0.93	149	k__Archaea (UID2)	107	0	896061	92.65845481863549	17	292617	30.258474672666996	967058	GB_GCA_038891055.1	f	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Anstonellaceae;g__JAOAJF01;s__JAOAJF01 sp038891055	not type material	none	f	1	1	881330	881330	881330	1	2884	JAVZBV010000001.1	881330	1	106	JAVZBV010000001.1	1135	610	3.07e-172	76.828	MOEG01000017.20227.23022	Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;Micrarchaeaceae;Candidatus Micrarchaeum;Candidatus Micrarchaeum acidiphilum ARMAN-1	56885	56885	t	f	f	881330	881330	Contig	ASM3887471v1	na	PRJNA544494	SAMN36037066	17	881330	none	2024-04-30	GCA_038874715.1	derived from metagenome	full	DRTY-6_201705_bins_151	none	none	0	0	Candidatus Anstonellaceae archaeon	none	na	3	none	none	none	none	none	2024/04/30	0	2886383	1	DRTY-6_201705_bins_151	The University of Texas at Austin	2886383	d__Archaea;p__Candidatus Micrarchaeota;c__Candidatus Micrarchaeia;o__Candidatus Anstonellales;f__Candidatus Anstonellaceae;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Micrarchaeota;c__Candidatus Micrarchaeia;o__Candidatus Anstonellales;f__Candidatus Anstonellaceae;x__unclassified Candidatus Anstonellaceae;s__Candidatus Anstonellaceae archaeon	0	967058	11	45	na	967058	0	JAVZBV000000000.1	991	17	881330	1	none	none	none	none	none	none	1524	JAVZBV010000001.1	1351	1478	0	86.528	DQ676245.1.1385	Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;Incertae Sedis;Incertae Sedis;uncultured euryarchaeote	0	19	45	0	Micrarchaeota	Micrarchaeia	JAOAJF01 sp038891055
RS_GCF_000828555.1	0	99.87	0.91	Specific	99.52	0.95	308	p__Euryarchaeota (UID5)	210	50	1558907	89.09317850731733	1	576248	32.93318070191782	1749749	RS_GCF_002945325.1	f	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus maripaludis	not type material	none	f	1	1	1749749	1749749	1749749	2	2950	NZ_AP011528.1	1749749	3	106	NZ_AP011528.1	2950	5448	0	100	AP011528.50742.53698	Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus maripaludis OS7	1749749	1749749	t	f	f	1749749	1749749	Complete Genome	ASM82855v1	na	PRJNA224116	SAMD00170764	none	none	Japan	2014-10-01	GCA_000828555.1	none	full	na	water	none	1	0	Methanococcus maripaludis OS7	none	na	7	1	1	1749749	1749749	1749749	2014/10/01	0	39152	2	OS7	National Institute of Technology and Evaluation	637915	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus maripaludis	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus maripaludis;x__Methanococcus maripaludis OS7	0	1749749	11	37	na	1749749	0	na	1859	1	1749749	2	none	none	none	none	none	none	1467	NZ_AP011528.1	1467	2710	0	100	CP002913.3339.4820	Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus maripaludis X1	0	19	37	1	Methanobacteriota	Methanococci	Methanococcus maripaludis
RS_GCF_000632495.1	0	99.83	0.96	Specific	99.4	0.6	217	c__Thermoprotei (UID147)	168	0	2040790	83.16099726856676	68	874569	35.63817454033642	2454023	RS_GCF_000632495.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Acidianus;s__Acidianus copahuensis	type strain of species	LPSN	f	6	6	387814	387814	387814	1	3012	NZ_JFZT01000039.1	none	0	none	none	2921	5395	0	100	JFZT01000039.47282.50203	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Acidianus;Candidatus Acidianus copahuensis	36088	36088	f	f	t	136672	136672	Contig	AciCop1.0	na	PRJNA224116	SAMN02679956	68	136672	Argentina: Copahue; Neuquen	2014-04-15	GCA_000632495.1	none	full	na	hot springs	37.816611 S 71.096811 W	0	0	Candidatus Acidianus copahuensis	2461	representative genome	3	none	none	none	none	none	2014/04/15	0	1160895	1	ALE1	INDEAR	1160895	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Acidianus;s__Candidatus Acidianus copahuensis	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Acidianus;s__Candidatus Acidianus copahuensis	0	2454023	11	52	na	2454023	0	JFZT00000000.1	2555	68	387814	1	1466	2702	0	99.932	3596176	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Acidianus;s__	1493	NZ_JFZT01000039.1	1493	2758	0	100	JFZT01000039.50396.51893	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Acidianus;Candidatus Acidianus copahuensis	0	19	52	0	Thermoproteota	Thermoprotei_A	Acidianus copahuensis
